title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,platform_id,contact_name,contact_email,contact_phone,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,supplementary_file,data_row_count
"""Patient_6_normal_rep1_HG-U133A""","""GSM2982916""","""Public on Dec 31 2018""","""Feb 06 2018""","""Dec 31 2018""","""RNA""","""1""","""Patient 6 normal adjacent sample""","""Homo sapiens""","""inf pet variable values: 0.00162559""","""total RNA""","""Total RNA was extracted by Rneasy kit (Qiagen , Inc)""","""biotin""","""Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 10 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).""","""9606""","""Affymetrix HG-U133A GeneChip arrays hybridization was performed using Affymetrix standard protocols (Affymetrix, Santa Clara, CA).""","""GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.""","""INF = (k1*k3)/(k2+k3)""","""The data were analyzed with Rstudio console using the affy R package and RMA as the normalization method.""","""GPL96""","""Aristotelis,,Chatziioannou""","""achatzi@eie.gr""","""00302107273751""","""Metabolic Engineering and Bioinformatics""","""Institute of Biology, Medicinal Chemistry and Biotechnology""","""National Hellenic Research Foundation""","""48 Vassileos Constantinou Avenue""","""Athens""","""Not in US""","""11635""","""Greece""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2982nnn/GSM2982916/suppl/GSM2982916_Patient6.1.CEL.gz""","""22283"""
"""Patient_6_cancer_rep1_HG-U133A""","""GSM2982917""","""Public on Dec 31 2018""","""Feb 06 2018""","""Dec 31 2018""","""RNA""","""1""","""Patient 6 primary colorectal adenocarcinoma""","""Homo sapiens""","""inf pet variable values: 0.052579032""","""total RNA""","""Total RNA was extracted by Rneasy kit (Qiagen , Inc)""","""biotin""","""Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 10 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).""","""9606""","""Affymetrix HG-U133A GeneChip arrays hybridization was performed using Affymetrix standard protocols (Affymetrix, Santa Clara, CA).""","""GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.""","""INF = (k1*k3)/(k2+k3)""","""The data were analyzed with Rstudio console using the affy R package and RMA as the normalization method.""","""GPL96""","""Aristotelis,,Chatziioannou""","""achatzi@eie.gr""","""00302107273751""","""Metabolic Engineering and Bioinformatics""","""Institute of Biology, Medicinal Chemistry and Biotechnology""","""National Hellenic Research Foundation""","""48 Vassileos Constantinou Avenue""","""Athens""","""Not in US""","""11635""","""Greece""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2982nnn/GSM2982917/suppl/GSM2982917_Patient6.2.CEL.gz""","""22283"""
"""Patient_7_normal_rep1_HG-U133A""","""GSM2982918""","""Public on Dec 31 2018""","""Feb 06 2018""","""Dec 31 2018""","""RNA""","""1""","""Patient 7 normal adjacent sample""","""Homo sapiens""","""inf pet variable values: 0.020231644""","""total RNA""","""Total RNA was extracted by Rneasy kit (Qiagen , Inc)""","""biotin""","""Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 10 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).""","""9606""","""Affymetrix HG-U133A GeneChip arrays hybridization was performed using Affymetrix standard protocols (Affymetrix, Santa Clara, CA).""","""GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.""","""INF = (k1*k3)/(k2+k3)""","""The data were analyzed with Rstudio console using the affy R package and RMA as the normalization method.""","""GPL96""","""Aristotelis,,Chatziioannou""","""achatzi@eie.gr""","""00302107273751""","""Metabolic Engineering and Bioinformatics""","""Institute of Biology, Medicinal Chemistry and Biotechnology""","""National Hellenic Research Foundation""","""48 Vassileos Constantinou Avenue""","""Athens""","""Not in US""","""11635""","""Greece""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2982nnn/GSM2982918/suppl/GSM2982918_Patient7.1.CEL.gz""","""22283"""
"""Patient_7_cancer_rep1_HG-U133A""","""GSM2982919""","""Public on Dec 31 2018""","""Feb 06 2018""","""Dec 31 2018""","""RNA""","""1""","""Patient 7primary colorectal adenocarcinoma""","""Homo sapiens""","""inf pet variable values: 0.054681899""","""total RNA""","""Total RNA was extracted by Rneasy kit (Qiagen , Inc)""","""biotin""","""Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 10 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).""","""9606""","""Affymetrix HG-U133A GeneChip arrays hybridization was performed using Affymetrix standard protocols (Affymetrix, Santa Clara, CA).""","""GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.""","""INF = (k1*k3)/(k2+k3)""","""The data were analyzed with Rstudio console using the affy R package and RMA as the normalization method.""","""GPL96""","""Aristotelis,,Chatziioannou""","""achatzi@eie.gr""","""00302107273751""","""Metabolic Engineering and Bioinformatics""","""Institute of Biology, Medicinal Chemistry and Biotechnology""","""National Hellenic Research Foundation""","""48 Vassileos Constantinou Avenue""","""Athens""","""Not in US""","""11635""","""Greece""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2982nnn/GSM2982919/suppl/GSM2982919_Patient7.2.CEL.gz""","""22283"""
"""Patient_8_normal_rep1_HG-U133A""","""GSM2982920""","""Public on Dec 31 2018""","""Feb 06 2018""","""Dec 31 2018""","""RNA""","""1""","""Patient 8 normal adjacent sample""","""Homo sapiens""","""inf pet variable values: 0.00647966""","""total RNA""","""Total RNA was extracted by Rneasy kit (Qiagen , Inc)""","""biotin""","""Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 10 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).""","""9606""","""Affymetrix HG-U133A GeneChip arrays hybridization was performed using Affymetrix standard protocols (Affymetrix, Santa Clara, CA).""","""GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.""","""INF = (k1*k3)/(k2+k3)""","""The data were analyzed with Rstudio console using the affy R package and RMA as the normalization method.""","""GPL96""","""Aristotelis,,Chatziioannou""","""achatzi@eie.gr""","""00302107273751""","""Metabolic Engineering and Bioinformatics""","""Institute of Biology, Medicinal Chemistry and Biotechnology""","""National Hellenic Research Foundation""","""48 Vassileos Constantinou Avenue""","""Athens""","""Not in US""","""11635""","""Greece""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2982nnn/GSM2982920/suppl/GSM2982920_Patient8.1.CEL.gz""","""22283"""
"""Patient_8_cancer_rep1_HG-U133A""","""GSM2982921""","""Public on Dec 31 2018""","""Feb 06 2018""","""Dec 31 2018""","""RNA""","""1""","""Patient 8 primary colorectal adenocarcinoma""","""Homo sapiens""","""inf pet variable values: 0.030617958""","""total RNA""","""Total RNA was extracted by Rneasy kit (Qiagen , Inc)""","""biotin""","""Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 10 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).""","""9606""","""Affymetrix HG-U133A GeneChip arrays hybridization was performed using Affymetrix standard protocols (Affymetrix, Santa Clara, CA).""","""GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.""","""INF = (k1*k3)/(k2+k3)""","""The data were analyzed with Rstudio console using the affy R package and RMA as the normalization method.""","""GPL96""","""Aristotelis,,Chatziioannou""","""achatzi@eie.gr""","""00302107273751""","""Metabolic Engineering and Bioinformatics""","""Institute of Biology, Medicinal Chemistry and Biotechnology""","""National Hellenic Research Foundation""","""48 Vassileos Constantinou Avenue""","""Athens""","""Not in US""","""11635""","""Greece""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2982nnn/GSM2982921/suppl/GSM2982921_Patient8.2.CEL.gz""","""22283"""
"""Patient_9_normal_rep1_HG-U133A""","""GSM2982922""","""Public on Dec 31 2018""","""Feb 06 2018""","""Dec 31 2018""","""RNA""","""1""","""Patient 9 normal adjacent sample""","""Homo sapiens""","""inf pet variable values: 0.034789142""","""total RNA""","""Total RNA was extracted by Rneasy kit (Qiagen , Inc)""","""biotin""","""Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 10 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).""","""9606""","""Affymetrix HG-U133A GeneChip arrays hybridization was performed using Affymetrix standard protocols (Affymetrix, Santa Clara, CA).""","""GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.""","""INF = (k1*k3)/(k2+k3)""","""The data were analyzed with Rstudio console using the affy R package and RMA as the normalization method.""","""GPL96""","""Aristotelis,,Chatziioannou""","""achatzi@eie.gr""","""00302107273751""","""Metabolic Engineering and Bioinformatics""","""Institute of Biology, Medicinal Chemistry and Biotechnology""","""National Hellenic Research Foundation""","""48 Vassileos Constantinou Avenue""","""Athens""","""Not in US""","""11635""","""Greece""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2982nnn/GSM2982922/suppl/GSM2982922_Patient9.1.CEL.gz""","""22283"""
"""Patient_9_cancer_rep1_HG-U133A""","""GSM2982923""","""Public on Dec 31 2018""","""Feb 06 2018""","""Dec 31 2018""","""RNA""","""1""","""Patient 9 primary colorectal adenocarcinoma""","""Homo sapiens""","""inf pet variable values: 0.096903511""","""total RNA""","""Total RNA was extracted by Rneasy kit (Qiagen , Inc)""","""biotin""","""Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 10 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).""","""9606""","""Affymetrix HG-U133A GeneChip arrays hybridization was performed using Affymetrix standard protocols (Affymetrix, Santa Clara, CA).""","""GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.""","""INF = (k1*k3)/(k2+k3)""","""The data were analyzed with Rstudio console using the affy R package and RMA as the normalization method.""","""GPL96""","""Aristotelis,,Chatziioannou""","""achatzi@eie.gr""","""00302107273751""","""Metabolic Engineering and Bioinformatics""","""Institute of Biology, Medicinal Chemistry and Biotechnology""","""National Hellenic Research Foundation""","""48 Vassileos Constantinou Avenue""","""Athens""","""Not in US""","""11635""","""Greece""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2982nnn/GSM2982923/suppl/GSM2982923_Patient9.2.CEL.gz""","""22283"""
"""Patient_10_normal_rep1_HG-U133A""","""GSM2982924""","""Public on Dec 31 2018""","""Feb 06 2018""","""Dec 31 2018""","""RNA""","""1""","""Patient 10 normal adjacent sample""","""Homo sapiens""","""inf pet variable values: 0.004924138""","""total RNA""","""Total RNA was extracted by Rneasy kit (Qiagen , Inc)""","""biotin""","""Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 10 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).""","""9606""","""Affymetrix HG-U133A GeneChip arrays hybridization was performed using Affymetrix standard protocols (Affymetrix, Santa Clara, CA).""","""GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.""","""INF = (k1*k3)/(k2+k3)""","""The data were analyzed with Rstudio console using the affy R package and RMA as the normalization method.""","""GPL96""","""Aristotelis,,Chatziioannou""","""achatzi@eie.gr""","""00302107273751""","""Metabolic Engineering and Bioinformatics""","""Institute of Biology, Medicinal Chemistry and Biotechnology""","""National Hellenic Research Foundation""","""48 Vassileos Constantinou Avenue""","""Athens""","""Not in US""","""11635""","""Greece""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2982nnn/GSM2982924/suppl/GSM2982924_Patient10.1.CEL.gz""","""22283"""
"""Patient_10_cancer_rep1_HG-U133A""","""GSM2982925""","""Public on Dec 31 2018""","""Feb 06 2018""","""Dec 31 2018""","""RNA""","""1""","""Patient 10 primary colorectal adenocarcinoma""","""Homo sapiens""","""inf pet variable values: 0.022095178""","""total RNA""","""Total RNA was extracted by Rneasy kit (Qiagen , Inc)""","""biotin""","""Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 10 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).""","""9606""","""Affymetrix HG-U133A GeneChip arrays hybridization was performed using Affymetrix standard protocols (Affymetrix, Santa Clara, CA).""","""GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.""","""INF = (k1*k3)/(k2+k3)""","""The data were analyzed with Rstudio console using the affy R package and RMA as the normalization method.""","""GPL96""","""Aristotelis,,Chatziioannou""","""achatzi@eie.gr""","""00302107273751""","""Metabolic Engineering and Bioinformatics""","""Institute of Biology, Medicinal Chemistry and Biotechnology""","""National Hellenic Research Foundation""","""48 Vassileos Constantinou Avenue""","""Athens""","""Not in US""","""11635""","""Greece""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2982nnn/GSM2982925/suppl/GSM2982925_Patient10.2.CEL.gz""","""22283"""
"""Patient_11_normal_rep1_HG-U133A""","""GSM2982926""","""Public on Dec 31 2018""","""Feb 06 2018""","""Dec 31 2018""","""RNA""","""1""","""Patient 11 normal adjacent sample""","""Homo sapiens""","""inf pet variable values: 0.039797574""","""total RNA""","""Total RNA was extracted by Rneasy kit (Qiagen , Inc)""","""biotin""","""Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 10 ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).""","""9606""","""Affymetrix HG-U133A GeneChip arrays hybridization was performed using Affymetrix standard protocols (Affymetrix, Santa Clara, CA).""","""GeneChips were scanned using the Hewlett-Packard GeneArray Scanner G2500A.""","""INF = (k1*k3)/(k2+k3)""","""The data were analyzed with Rstudio console using the affy R package and RMA as the normalization method.""","""GPL96""","""Aristotelis,,Chatziioannou""","""achatzi@eie.gr""","""00302107273751""","""Metabolic Engineering and Bioinformatics""","""Institute of Biology, Medicinal Chemistry and Biotechnology""","""National Hellenic Research Foundation""","""48 Vassileos Constantinou Avenue""","""Athens""","""Not in US""","""11635""","""Greece""","""ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2982nnn/GSM2982926/suppl/GSM2982926_Patient11.1.CEL.gz""","""22283"""
